,Date,Price,Open,High,Low,Vol.,Change %
46,2020-03-16,5030.0,"5,366.4","5,369.3","4,477.7",2.55M,-6.27%
45,2020-03-17,5261.1,"5,030.2","5,432.8","4,946.5",1.89M,4.59%
44,2020-03-18,5361.4,"5,260.7","5,373.1","5,020.9",1.80M,1.91%
43,2020-03-19,6172.0,"5,359.2","6,379.5","5,256.0",2.18M,15.12%
42,2020-03-20,6205.3,"6,171.6","6,858.1","5,748.2",2.22M,0.54%
41,2020-03-21,6186.2,"6,205.6","6,438.3","5,887.0",1.64M,-0.31%
40,2020-03-22,5822.1,"6,186.9","6,394.4","5,771.2",1.48M,-5.89%
39,2020-03-23,6468.9,"5,822.0","6,564.7","5,710.8",1.88M,11.11%
38,2020-03-24,6744.6,"6,468.8","6,814.2","6,380.8",1.73M,4.26%
37,2020-03-25,6678.9,"6,744.8","6,930.2","6,474.6",1.52M,-0.97%
36,2020-03-26,6725.1,"6,677.9","6,772.9","6,541.7",1.18M,0.69%
35,2020-03-27,6373.4,"6,725.5","6,813.7","6,322.3",1.16M,-5.23%
34,2020-03-28,6233.7,"6,373.4","6,374.3","6,046.5",1.26M,-2.19%
33,2020-03-29,5890.4,"6,233.2","6,258.8","5,889.3",916.17K,-5.51%
32,2020-03-30,6391.0,"5,890.4","6,576.5","5,872.5",1.43M,8.50%
31,2020-03-31,6412.5,"6,391.1","6,513.1","6,346.3",1.05M,0.34%
30,2020-04-01,6638.5,"6,412.4","6,661.3","6,157.4",1.40M,3.52%
29,2020-04-02,6800.5,"6,638.8","7,182.7","6,567.9",1.74M,2.44%
28,2020-04-03,6735.9,"6,799.9","7,026.3","6,623.6",1.35M,-0.95%
27,2020-04-04,6857.4,"6,735.9","6,958.6","6,679.1",1.05M,1.80%
26,2020-04-05,6772.7,"6,857.5","6,889.4","6,686.0",842.33K,-1.23%
25,2020-04-06,7332.3,"6,772.8","7,335.0","6,770.1",1.53M,8.26%
24,2020-04-07,7185.2,"7,332.3","7,440.3","7,101.7",1.32M,-2.01%
23,2020-04-08,7361.2,"7,185.6","7,396.1","7,153.1",983.94K,2.45%
22,2020-04-09,7289.0,"7,361.1","7,361.1","7,140.3",963.55K,-0.98%
21,2020-04-10,6863.1,"7,289.0","7,294.4","6,756.1",1.37M,-5.84%
20,2020-04-11,6867.8,"6,862.7","6,931.4","6,765.1",845.58K,0.07%
19,2020-04-12,6917.6,"6,867.9","7,158.8","6,785.1",1.10M,0.73%
18,2020-04-13,6841.3,"6,918.1","6,920.3","6,618.5",1.25M,-1.10%
17,2020-04-14,6850.9,"6,841.8","6,970.8","6,768.6",999.53K,0.14%
16,2020-04-15,6629.1,"6,851.3","6,929.5","6,615.9",1.00M,-3.24%
15,2020-04-16,7085.6,"6,629.1","7,159.7","6,520.5",1.54M,6.89%
14,2020-04-17,7035.8,"7,085.5","7,142.8","7,005.8",810.10K,-0.70%
13,2020-04-18,7230.8,"7,035.9","7,259.4","7,031.5",796.45K,2.77%
12,2020-04-19,7122.9,"7,230.9","7,238.0","7,079.1",5.93M,-1.49%
11,2020-04-20,6833.5,"7,122.9","7,207.5","6,771.2",1.26M,-4.06%
10,2020-04-21,6842.5,"6,833.4","6,919.3","6,774.3",892.57K,0.13%
9,2020-04-22,7112.9,"6,842.5","7,137.4","6,821.8",914.18K,3.95%
8,2020-04-23,7488.5,"7,112.8","7,655.4","7,036.5",1.34M,5.28%
7,2020-04-24,7503.8,"7,491.3","7,583.5","7,423.5",951.95K,0.20%
6,2020-04-25,7540.4,"7,503.9","7,684.6","7,451.0",861.93K,0.49%
5,2020-04-26,7678.9,"7,540.4","7,679.4","7,520.5",921.59K,1.84%
4,2020-04-27,7766.0,"7,679.4","7,768.5","7,637.7",980.50K,1.13%
3,2020-04-28,7746.9,"7,766.0","7,770.1","7,655.3",808.09K,-0.25%
2,2020-04-29,8770.9,"7,746.7","8,918.5","7,729.7",1.83M,13.22%
1,2020-04-30,8629.0,"8,770.6","9,437.5","8,425.5",2.04M,-1.62%
0,2020-05-01,8821.6,"8,628.6","9,040.3","8,621.0",1.11M,2.23%
